inpo,col_name
0,mcs_diff2-1_mean_ID_1relation_fault_hour__mean_en_all_rows
0,cqi_diff2-1_max_ID_1relation_fault_hour__mean_en_all_rows
0,cqi_diff2-1_min_ID_1relation_fault_hour__mean_en_all_rows
0,cqi_diff2-1_sum_ID_1relation_fault_hour__mean_en_all_rows
0,cqi_diff2-1_size_ID_1relation_fault_hour__mean_en_all_rows
0,cqi_diff2-1_mean_ID_1relation_fault_hour__mean_en_all_rows
0,TA_diff3-1_mean_ID_1relation_fault_hour__mean_en_all_rows
0,TA_diff3-1_size_ID_1relation_fault_hour__mean_en_all_rows
0,TA_diff3-1_sum_ID_1relation_fault_hour__mean_en_all_rows
0,mcs_diff3-1_sum_ID_1relation_fault_hour__mean_en_all_rows
0,train_min_ID_1relation_fault_hour__mean_en_all_rows
0,train_sum_ID_1relation_fault_hour__mean_en_all_rows
0,train_size_ID_1relation_fault_hour__mean_en_all_rows
0,train_mean_ID_1relation_fault_hour__mean_en_all_rows
0,data_rate_diff3-1_max_ID_1relation_fault_hour__mean_en_all_rows
0,data_rate_diff3-1_min_ID_1relation_fault_hour__mean_en_all_rows
0,data_rate_diff3-1_sum_ID_1relation_fault_hour__mean_en_all_rows
0,data_rate_diff3-1_size_ID_1relation_fault_hour__mean_en_all_rows
0,data_rate_diff3-1_mean_ID_1relation_fault_hour__mean_en_all_rows
0,mcs_diff3-1_max_ID_1relation_fault_hour__mean_en_all_rows
0,mcs_diff3-1_min_ID_1relation_fault_hour__mean_en_all_rows
0,mcs_diff3-1_size_ID_1relation_fault_hour__mean_en_all_rows
0,TA_diff3-1_min_ID_1relation_fault_hour__mean_en_all_rows
0,cqi_diff3-1_max_ID_1relation_fault_hour__mean_en_all_rows
0,cqi_diff3-1_min_ID_1relation_fault_hour__mean_en_all_rows
0,cqi_diff3-1_sum_ID_1relation_fault_hour__mean_en_all_rows
0,cqi_diff3-1_size_ID_1relation_fault_hour__mean_en_all_rows
0,cqi_diff3-1_mean_ID_1relation_fault_hour__mean_en_all_rows
0,bler_diff3-1_max_ID_1relation_fault_hour__mean_en_all_rows
0,bler_diff3-1_min_ID_1relation_fault_hour__mean_en_all_rows
0,bler_diff3-1_sum_ID_1relation_fault_hour__mean_en_all_rows
0,bler_diff3-1_size_ID_1relation_fault_hour__mean_en_all_rows
0,bler_diff3-1_mean_ID_1relation_fault_hour__mean_en_all_rows
0,TA_diff3-1_max_ID_1relation_fault_hour__mean_en_all_rows
0,bler_diff2-1_max_ID_1relation_fault_hour__mean_en_all_rows
0,bler_diff2-1_min_ID_1relation_fault_hour__mean_en_all_rows
0,bler_diff2-1_sum_ID_1relation_fault_hour__mean_en_all_rows
0,TA_diff1-1_size_ID_1relation_fault_hour__mean_en_all_rows
0,cqi_diff1-1_sum_ID_1relation_fault_hour__mean_en_all_rows
0,cqi_diff1-1_size_ID_1relation_fault_hour__mean_en_all_rows
0,cqi_diff1-1_mean_ID_1relation_fault_hour__mean_en_all_rows
0,bler_diff1-1_max_ID_1relation_fault_hour__mean_en_all_rows
0,bler_diff1-1_min_ID_1relation_fault_hour__mean_en_all_rows
0,bler_diff1-1_sum_ID_1relation_fault_hour__mean_en_all_rows
0,bler_diff1-1_size_ID_1relation_fault_hour__mean_en_all_rows
0,bler_diff1-1_mean_ID_1relation_fault_hour__mean_en_all_rows
0,TA_diff1-1_max_ID_1relation_fault_hour__mean_en_all_rows
0,TA_diff1-1_min_ID_1relation_fault_hour__mean_en_all_rows
0,TA_diff1-1_sum_ID_1relation_fault_hour__mean_en_all_rows
0,TA_diff1-1_mean_ID_1relation_fault_hour__mean_en_all_rows
0,cqi_diff1-1_max_ID_1relation_fault_hour__mean_en_all_rows
0,resource_utilition_rate_diff1-1_max_ID_1relation_fault_hour__mean_en_all_rows
0,resource_utilition_rate_diff1-1_min_ID_1relation_fault_hour__mean_en_all_rows
0,resource_utilition_rate_diff1-1_sum_ID_1relation_fault_hour__mean_en_all_rows
0,resource_utilition_rate_diff1-1_size_ID_1relation_fault_hour__mean_en_all_rows
0,resource_utilition_rate_diff1-1_mean_ID_1relation_fault_hour__mean_en_all_rows
0,access_success_rate_diff1-1_max_ID_1relation_fault_hour__mean_en_all_rows
0,access_success_rate_diff1-1_min_ID_1relation_fault_hour__mean_en_all_rows
0,access_success_rate_diff1-1_sum_ID_1relation_fault_hour__mean_en_all_rows
0,access_success_rate_diff1-1_size_ID_1relation_fault_hour__mean_en_all_rows
0,access_success_rate_diff1-1_mean_ID_1relation_fault_hour__mean_en_all_rows
0,data_rate_diff3_max_ID_1relation_fault_hour__mean_en_all_rows
0,cqi_diff1-1_min_ID_1relation_fault_hour__mean_en_all_rows
0,mcs_diff1-1_mean_ID_1relation_fault_hour__mean_en_all_rows
0,bler_diff2-1_size_ID_1relation_fault_hour__mean_en_all_rows
0,access_success_rate_diff2-1_max_ID_1relation_fault_hour__mean_en_all_rows
0,bler_diff2-1_mean_ID_1relation_fault_hour__mean_en_all_rows
0,TA_diff2-1_max_ID_1relation_fault_hour__mean_en_all_rows
0,TA_diff2-1_min_ID_1relation_fault_hour__mean_en_all_rows
0,TA_diff2-1_sum_ID_1relation_fault_hour__mean_en_all_rows
0,TA_diff2-1_size_ID_1relation_fault_hour__mean_en_all_rows
0,TA_diff2-1_mean_ID_1relation_fault_hour__mean_en_all_rows
0,resource_utilition_rate_diff2-1_max_ID_1relation_fault_hour__mean_en_all_rows
0,resource_utilition_rate_diff2-1_min_ID_1relation_fault_hour__mean_en_all_rows
0,resource_utilition_rate_diff2-1_sum_ID_1relation_fault_hour__mean_en_all_rows
0,resource_utilition_rate_diff2-1_size_ID_1relation_fault_hour__mean_en_all_rows
0,resource_utilition_rate_diff2-1_mean_ID_1relation_fault_hour__mean_en_all_rows
0,access_success_rate_diff2-1_min_ID_1relation_fault_hour__mean_en_all_rows
0,mcs_diff1-1_size_ID_1relation_fault_hour__mean_en_all_rows
0,access_success_rate_diff2-1_sum_ID_1relation_fault_hour__mean_en_all_rows
0,access_success_rate_diff2-1_size_ID_1relation_fault_hour__mean_en_all_rows
0,access_success_rate_diff2-1_mean_ID_1relation_fault_hour__mean_en_all_rows
0,data_rate_diff1-1_max_ID_1relation_fault_hour__mean_en_all_rows
0,data_rate_diff1-1_min_ID_1relation_fault_hour__mean_en_all_rows
0,data_rate_diff1-1_sum_ID_1relation_fault_hour__mean_en_all_rows
0,data_rate_diff1-1_size_ID_1relation_fault_hour__mean_en_all_rows
0,data_rate_diff1-1_mean_ID_1relation_fault_hour__mean_en_all_rows
0,mcs_diff1-1_max_ID_1relation_fault_hour__mean_en_all_rows
0,mcs_diff1-1_min_ID_1relation_fault_hour__mean_en_all_rows
0,mcs_diff1-1_sum_ID_1relation_fault_hour__mean_en_all_rows
0,fault_duration_max_ID_1relation_fault_hour__mean_en_all_rows
0,fault_duration_sum_ID_1relation_fault_hour__mean_en_all_rows
0,access_success_rate_mean_ID_1relation_fault_weekday__mean_en_all_rows_x
0,TA_diff3_min_ID_1relation_fault__mean_en_all_rows
0,access_success_rate_diff1-1_max_ID_1relation_fault__mean_en_all_rows
0,access_success_rate_diff1-1_min_ID_1relation_fault__mean_en_all_rows
0,access_success_rate_diff1-1_sum_ID_1relation_fault__mean_en_all_rows
0,access_success_rate_diff1-1_size_ID_1relation_fault__mean_en_all_rows
0,access_success_rate_diff1-1_mean_ID_1relation_fault__mean_en_all_rows
0,data_rate_diff3_max_ID_1relation_fault__mean_en_all_rows
0,data_rate_diff3_min_ID_1relation_fault__mean_en_all_rows
0,data_rate_diff3_sum_ID_1relation_fault__mean_en_all_rows
0,data_rate_diff3_size_ID_1relation_fault__mean_en_all_rows
0,data_rate_diff3_mean_ID_1relation_fault__mean_en_all_rows
0,mcs_diff3_max_ID_1relation_fault__mean_en_all_rows
0,mcs_diff3_min_ID_1relation_fault__mean_en_all_rows
0,mcs_diff3_sum_ID_1relation_fault__mean_en_all_rows
0,mcs_diff3_size_ID_1relation_fault__mean_en_all_rows
0,mcs_diff3_mean_ID_1relation_fault__mean_en_all_rows
0,cqi_diff3_max_ID_1relation_fault__mean_en_all_rows
0,cqi_diff3_min_ID_1relation_fault__mean_en_all_rows
0,cqi_diff3_sum_ID_1relation_fault__mean_en_all_rows
0,cqi_diff3_size_ID_1relation_fault__mean_en_all_rows
0,cqi_diff3_mean_ID_1relation_fault__mean_en_all_rows
0,bler_diff3_max_ID_1relation_fault__mean_en_all_rows
0,bler_diff3_min_ID_1relation_fault__mean_en_all_rows
0,bler_diff3_sum_ID_1relation_fault__mean_en_all_rows
0,bler_diff3_size_ID_1relation_fault__mean_en_all_rows
0,bler_diff3_mean_ID_1relation_fault__mean_en_all_rows
0,resource_utilition_rate_diff1-1_mean_ID_1relation_fault__mean_en_all_rows
0,resource_utilition_rate_diff1-1_size_ID_1relation_fault__mean_en_all_rows
0,resource_utilition_rate_diff1-1_sum_ID_1relation_fault__mean_en_all_rows
0,cqi_diff1-1_size_ID_1relation_fault__mean_en_all_rows
0,data_rate_diff1-1_sum_ID_1relation_fault__mean_en_all_rows
0,data_rate_diff1-1_size_ID_1relation_fault__mean_en_all_rows
0,data_rate_diff1-1_mean_ID_1relation_fault__mean_en_all_rows
0,mcs_diff1-1_max_ID_1relation_fault__mean_en_all_rows
0,mcs_diff1-1_min_ID_1relation_fault__mean_en_all_rows
0,mcs_diff1-1_sum_ID_1relation_fault__mean_en_all_rows
0,mcs_diff1-1_size_ID_1relation_fault__mean_en_all_rows
0,mcs_diff1-1_mean_ID_1relation_fault__mean_en_all_rows
0,cqi_diff1-1_max_ID_1relation_fault__mean_en_all_rows
0,cqi_diff1-1_min_ID_1relation_fault__mean_en_all_rows
0,cqi_diff1-1_sum_ID_1relation_fault__mean_en_all_rows
0,cqi_diff1-1_mean_ID_1relation_fault__mean_en_all_rows
0,resource_utilition_rate_diff1-1_min_ID_1relation_fault__mean_en_all_rows
0,bler_diff1-1_max_ID_1relation_fault__mean_en_all_rows
0,bler_diff1-1_min_ID_1relation_fault__mean_en_all_rows
0,bler_diff1-1_sum_ID_1relation_fault__mean_en_all_rows
0,bler_diff1-1_size_ID_1relation_fault__mean_en_all_rows
0,bler_diff1-1_mean_ID_1relation_fault__mean_en_all_rows
0,TA_diff1-1_max_ID_1relation_fault__mean_en_all_rows
0,TA_diff1-1_min_ID_1relation_fault__mean_en_all_rows
0,TA_diff1-1_sum_ID_1relation_fault__mean_en_all_rows
0,TA_diff1-1_size_ID_1relation_fault__mean_en_all_rows
0,TA_diff1-1_mean_ID_1relation_fault__mean_en_all_rows
0,resource_utilition_rate_diff1-1_max_ID_1relation_fault__mean_en_all_rows
0,TA_diff3_max_ID_1relation_fault__mean_en_all_rows
0,TA_diff3_sum_ID_1relation_fault__mean_en_all_rows
0,fault_duration_size_ID_1relation_fault_hour__mean_en_all_rows
0,TA_diff3_size_ID_1relation_fault__mean_en_all_rows
0,bler_diff2_sum_ID_1relation_fault__mean_en_all_rows
0,bler_diff2_size_ID_1relation_fault__mean_en_all_rows
0,bler_diff2_mean_ID_1relation_fault__mean_en_all_rows
0,TA_diff2_max_ID_1relation_fault__mean_en_all_rows
0,TA_diff2_min_ID_1relation_fault__mean_en_all_rows
0,TA_diff2_sum_ID_1relation_fault__mean_en_all_rows
0,TA_diff2_size_ID_1relation_fault__mean_en_all_rows
0,TA_diff2_mean_ID_1relation_fault__mean_en_all_rows
0,resource_utilition_rate_diff2_max_ID_1relation_fault__mean_en_all_rows
0,resource_utilition_rate_diff2_min_ID_1relation_fault__mean_en_all_rows
0,resource_utilition_rate_diff2_sum_ID_1relation_fault__mean_en_all_rows
0,resource_utilition_rate_diff2_size_ID_1relation_fault__mean_en_all_rows
0,resource_utilition_rate_diff2_mean_ID_1relation_fault__mean_en_all_rows
0,access_success_rate_diff2_max_ID_1relation_fault__mean_en_all_rows
0,access_success_rate_diff2_min_ID_1relation_fault__mean_en_all_rows
0,access_success_rate_diff2_sum_ID_1relation_fault__mean_en_all_rows
0,access_success_rate_diff2_size_ID_1relation_fault__mean_en_all_rows
0,access_success_rate_diff2_mean_ID_1relation_fault__mean_en_all_rows
0,data_rate_diff1_max_ID_1relation_fault__mean_en_all_rows
0,data_rate_diff1_min_ID_1relation_fault__mean_en_all_rows
0,data_rate_diff1_sum_ID_1relation_fault__mean_en_all_rows
0,data_rate_diff1_size_ID_1relation_fault__mean_en_all_rows
0,data_rate_diff1_mean_ID_1relation_fault__mean_en_all_rows
0,mcs_diff1_max_ID_1relation_fault__mean_en_all_rows
0,mcs_diff1_min_ID_1relation_fault__mean_en_all_rows
0,bler_diff2_min_ID_1relation_fault__mean_en_all_rows
0,bler_diff2_max_ID_1relation_fault__mean_en_all_rows
0,cqi_diff2_mean_ID_1relation_fault__mean_en_all_rows
0,data_rate_diff2_max_ID_1relation_fault__mean_en_all_rows
0,TA_diff3_mean_ID_1relation_fault__mean_en_all_rows
0,resource_utilition_rate_diff3_max_ID_1relation_fault__mean_en_all_rows
0,resource_utilition_rate_diff3_min_ID_1relation_fault__mean_en_all_rows
0,resource_utilition_rate_diff3_sum_ID_1relation_fault__mean_en_all_rows
0,resource_utilition_rate_diff3_size_ID_1relation_fault__mean_en_all_rows
0,resource_utilition_rate_diff3_mean_ID_1relation_fault__mean_en_all_rows
0,access_success_rate_diff3_max_ID_1relation_fault__mean_en_all_rows
0,access_success_rate_diff3_min_ID_1relation_fault__mean_en_all_rows
0,access_success_rate_diff3_sum_ID_1relation_fault__mean_en_all_rows
0,access_success_rate_diff3_size_ID_1relation_fault__mean_en_all_rows
0,access_success_rate_diff3_mean_ID_1relation_fault__mean_en_all_rows
0,data_rate_diff2_min_ID_1relation_fault__mean_en_all_rows
0,cqi_diff2_size_ID_1relation_fault__mean_en_all_rows
0,data_rate_diff2_sum_ID_1relation_fault__mean_en_all_rows
0,data_rate_diff2_size_ID_1relation_fault__mean_en_all_rows
0,data_rate_diff2_mean_ID_1relation_fault__mean_en_all_rows
0,mcs_diff2_max_ID_1relation_fault__mean_en_all_rows
0,mcs_diff2_min_ID_1relation_fault__mean_en_all_rows
0,mcs_diff2_sum_ID_1relation_fault__mean_en_all_rows
0,mcs_diff2_size_ID_1relation_fault__mean_en_all_rows
0,mcs_diff2_mean_ID_1relation_fault__mean_en_all_rows
0,cqi_diff2_max_ID_1relation_fault__mean_en_all_rows
0,cqi_diff2_min_ID_1relation_fault__mean_en_all_rows
0,cqi_diff2_sum_ID_1relation_fault__mean_en_all_rows
0,data_rate_diff1-1_min_ID_1relation_fault__mean_en_all_rows
0,data_rate_diff1-1_max_ID_1relation_fault__mean_en_all_rows
0,access_success_rate_diff2-1_mean_ID_1relation_fault__mean_en_all_rows
0,access_success_rate_diff2-1_size_ID_1relation_fault__mean_en_all_rows
0,resource_utilition_rate_sum_ID_1relation_fault_hour__mean_en_all_rows
0,resource_utilition_rate_size_ID_1relation_fault_hour__mean_en_all_rows
0,resource_utilition_rate_mean_ID_1relation_fault_hour__mean_en_all_rows
0,access_success_rate_max_ID_1relation_fault_hour__mean_en_all_rows
0,access_success_rate_min_ID_1relation_fault_hour__mean_en_all_rows
0,access_success_rate_sum_ID_1relation_fault_hour__mean_en_all_rows
0,access_success_rate_size_ID_1relation_fault_hour__mean_en_all_rows
0,access_success_rate_mean_ID_1relation_fault_hour__mean_en_all_rows
0,train_max_ID_1relation_fault__mean_en_all_rows
0,train_min_ID_1relation_fault__mean_en_all_rows
0,train_sum_ID_1relation_fault__mean_en_all_rows
0,train_size_ID_1relation_fault__mean_en_all_rows
0,train_mean_ID_1relation_fault__mean_en_all_rows
0,data_rate_diff3-1_max_ID_1relation_fault__mean_en_all_rows
0,data_rate_diff3-1_min_ID_1relation_fault__mean_en_all_rows
0,data_rate_diff3-1_sum_ID_1relation_fault__mean_en_all_rows
0,data_rate_diff3-1_size_ID_1relation_fault__mean_en_all_rows
0,data_rate_diff3-1_mean_ID_1relation_fault__mean_en_all_rows
0,mcs_diff3-1_max_ID_1relation_fault__mean_en_all_rows
0,mcs_diff3-1_min_ID_1relation_fault__mean_en_all_rows
0,mcs_diff3-1_sum_ID_1relation_fault__mean_en_all_rows
0,mcs_diff3-1_size_ID_1relation_fault__mean_en_all_rows
0,mcs_diff3-1_mean_ID_1relation_fault__mean_en_all_rows
0,cqi_diff3-1_max_ID_1relation_fault__mean_en_all_rows
0,cqi_diff3-1_min_ID_1relation_fault__mean_en_all_rows
0,resource_utilition_rate_min_ID_1relation_fault_hour__mean_en_all_rows
0,resource_utilition_rate_max_ID_1relation_fault_hour__mean_en_all_rows
0,TA_mean_ID_1relation_fault_hour__mean_en_all_rows
0,cqi_max_ID_1relation_fault_hour__mean_en_all_rows
0,fault_duration_mean_ID_1relation_fault_hour__mean_en_all_rows
0,data_rate_max_ID_1relation_fault_hour__mean_en_all_rows
0,data_rate_min_ID_1relation_fault_hour__mean_en_all_rows
0,data_rate_sum_ID_1relation_fault_hour__mean_en_all_rows
0,data_rate_size_ID_1relation_fault_hour__mean_en_all_rows
0,data_rate_mean_ID_1relation_fault_hour__mean_en_all_rows
0,mcs_max_ID_1relation_fault_hour__mean_en_all_rows
0,mcs_min_ID_1relation_fault_hour__mean_en_all_rows
0,mcs_sum_ID_1relation_fault_hour__mean_en_all_rows
0,mcs_size_ID_1relation_fault_hour__mean_en_all_rows
0,mcs_mean_ID_1relation_fault_hour__mean_en_all_rows
0,cqi_min_ID_1relation_fault_hour__mean_en_all_rows
0,TA_size_ID_1relation_fault_hour__mean_en_all_rows
0,cqi_sum_ID_1relation_fault_hour__mean_en_all_rows
0,cqi_size_ID_1relation_fault_hour__mean_en_all_rows
0,cqi_mean_ID_1relation_fault_hour__mean_en_all_rows
0,bler_max_ID_1relation_fault_hour__mean_en_all_rows
0,bler_min_ID_1relation_fault_hour__mean_en_all_rows
0,bler_sum_ID_1relation_fault_hour__mean_en_all_rows
0,bler_size_ID_1relation_fault_hour__mean_en_all_rows
0,bler_mean_ID_1relation_fault_hour__mean_en_all_rows
0,TA_max_ID_1relation_fault_hour__mean_en_all_rows
0,TA_min_ID_1relation_fault_hour__mean_en_all_rows
0,TA_sum_ID_1relation_fault_hour__mean_en_all_rows
0,cqi_diff3-1_sum_ID_1relation_fault__mean_en_all_rows
0,cqi_diff3-1_size_ID_1relation_fault__mean_en_all_rows
0,cqi_diff3-1_mean_ID_1relation_fault__mean_en_all_rows
0,TA_diff2-1_max_ID_1relation_fault__mean_en_all_rows
0,mcs_diff2-1_mean_ID_1relation_fault__mean_en_all_rows
0,cqi_diff2-1_max_ID_1relation_fault__mean_en_all_rows
0,cqi_diff2-1_min_ID_1relation_fault__mean_en_all_rows
0,cqi_diff2-1_sum_ID_1relation_fault__mean_en_all_rows
0,cqi_diff2-1_size_ID_1relation_fault__mean_en_all_rows
0,cqi_diff2-1_mean_ID_1relation_fault__mean_en_all_rows
0,bler_diff2-1_max_ID_1relation_fault__mean_en_all_rows
0,bler_diff2-1_min_ID_1relation_fault__mean_en_all_rows
0,bler_diff2-1_sum_ID_1relation_fault__mean_en_all_rows
0,bler_diff2-1_size_ID_1relation_fault__mean_en_all_rows
0,bler_diff2-1_mean_ID_1relation_fault__mean_en_all_rows
0,TA_diff2-1_min_ID_1relation_fault__mean_en_all_rows
0,mcs_diff2-1_sum_ID_1relation_fault__mean_en_all_rows
0,TA_diff2-1_sum_ID_1relation_fault__mean_en_all_rows
0,TA_diff2-1_size_ID_1relation_fault__mean_en_all_rows
0,TA_diff2-1_mean_ID_1relation_fault__mean_en_all_rows
0,resource_utilition_rate_diff2-1_max_ID_1relation_fault__mean_en_all_rows
0,resource_utilition_rate_diff2-1_min_ID_1relation_fault__mean_en_all_rows
0,resource_utilition_rate_diff2-1_sum_ID_1relation_fault__mean_en_all_rows
0,resource_utilition_rate_diff2-1_size_ID_1relation_fault__mean_en_all_rows
0,resource_utilition_rate_diff2-1_mean_ID_1relation_fault__mean_en_all_rows
0,access_success_rate_diff2-1_max_ID_1relation_fault__mean_en_all_rows
0,access_success_rate_diff2-1_min_ID_1relation_fault__mean_en_all_rows
0,access_success_rate_diff2-1_sum_ID_1relation_fault__mean_en_all_rows
0,mcs_diff2-1_size_ID_1relation_fault__mean_en_all_rows
0,mcs_diff2-1_min_ID_1relation_fault__mean_en_all_rows
0,bler_diff3-1_max_ID_1relation_fault__mean_en_all_rows
0,resource_utilition_rate_diff3-1_sum_ID_1relation_fault__mean_en_all_rows
0,bler_diff3-1_min_ID_1relation_fault__mean_en_all_rows
0,bler_diff3-1_sum_ID_1relation_fault__mean_en_all_rows
0,bler_diff3-1_size_ID_1relation_fault__mean_en_all_rows
0,bler_diff3-1_mean_ID_1relation_fault__mean_en_all_rows
0,TA_diff3-1_max_ID_1relation_fault__mean_en_all_rows
0,TA_diff3-1_min_ID_1relation_fault__mean_en_all_rows
0,TA_diff3-1_sum_ID_1relation_fault__mean_en_all_rows
0,TA_diff3-1_size_ID_1relation_fault__mean_en_all_rows
0,TA_diff3-1_mean_ID_1relation_fault__mean_en_all_rows
0,resource_utilition_rate_diff3-1_max_ID_1relation_fault__mean_en_all_rows
0,resource_utilition_rate_diff3-1_min_ID_1relation_fault__mean_en_all_rows
0,resource_utilition_rate_diff3-1_size_ID_1relation_fault__mean_en_all_rows
0,mcs_diff2-1_max_ID_1relation_fault__mean_en_all_rows
0,resource_utilition_rate_diff3-1_mean_ID_1relation_fault__mean_en_all_rows
0,access_success_rate_diff3-1_max_ID_1relation_fault__mean_en_all_rows
0,access_success_rate_diff3-1_min_ID_1relation_fault__mean_en_all_rows
0,access_success_rate_diff3-1_sum_ID_1relation_fault__mean_en_all_rows
0,access_success_rate_diff3-1_size_ID_1relation_fault__mean_en_all_rows
0,access_success_rate_diff3-1_mean_ID_1relation_fault__mean_en_all_rows
0,data_rate_diff2-1_max_ID_1relation_fault__mean_en_all_rows
0,data_rate_diff2-1_min_ID_1relation_fault__mean_en_all_rows
0,data_rate_diff2-1_sum_ID_1relation_fault__mean_en_all_rows
0,data_rate_diff2-1_size_ID_1relation_fault__mean_en_all_rows
0,data_rate_diff2-1_mean_ID_1relation_fault__mean_en_all_rows
0,train_max_ID_1relation_fault_hour__mean_en_all_rows
0,access_success_rate_size_ID_1relation_fault_weekday__mean_en_all_rows_x
0,data_rate_diff1-1_min_ID_1relation_fault_weekday__mean_en_all_rows_y
0,cqi_mean_ID_1relation_fault_weekday__mean_en_all_rows_y
0,fualty_stuts_size_ID_1relation_fault_weekday__mean_en_all_rows_y
0,fualty_stuts_mean_ID_1relation_fault_weekday__mean_en_all_rows_y
0,relation_max_ID_1relation_fault_weekday__mean_en_all_rows_y
0,relation_min_ID_1relation_fault_weekday__mean_en_all_rows_y
0,relation_sum_ID_1relation_fault_weekday__mean_en_all_rows_y
0,relation_size_ID_1relation_fault_weekday__mean_en_all_rows_y
0,relation_mean_ID_1relation_fault_weekday__mean_en_all_rows_y
0,fault_duration_max_ID_1relation_fault_weekday__mean_en_all_rows_y
0,fault_duration_min_ID_1relation_fault_weekday__mean_en_all_rows_y
0,fault_duration_sum_ID_1relation_fault_weekday__mean_en_all_rows_y
0,fault_duration_size_ID_1relation_fault_weekday__mean_en_all_rows_y
0,fault_duration_mean_ID_1relation_fault_weekday__mean_en_all_rows_y
0,data_rate_max_ID_1relation_fault_weekday__mean_en_all_rows_y
0,data_rate_min_ID_1relation_fault_weekday__mean_en_all_rows_y
0,data_rate_sum_ID_1relation_fault_weekday__mean_en_all_rows_y
0,data_rate_size_ID_1relation_fault_weekday__mean_en_all_rows_y
0,data_rate_mean_ID_1relation_fault_weekday__mean_en_all_rows_y
0,mcs_max_ID_1relation_fault_weekday__mean_en_all_rows_y
0,mcs_min_ID_1relation_fault_weekday__mean_en_all_rows_y
0,mcs_sum_ID_1relation_fault_weekday__mean_en_all_rows_y
0,mcs_size_ID_1relation_fault_weekday__mean_en_all_rows_y
0,mcs_mean_ID_1relation_fault_weekday__mean_en_all_rows_y
0,cqi_max_ID_1relation_fault_weekday__mean_en_all_rows_y
0,cqi_min_ID_1relation_fault_weekday__mean_en_all_rows_y
0,cqi_sum_ID_1relation_fault_weekday__mean_en_all_rows_y
0,fualty_stuts_sum_ID_1relation_fault_weekday__mean_en_all_rows_y
0,fualty_stuts_min_ID_1relation_fault_weekday__mean_en_all_rows_y
0,fualty_stuts_max_ID_1relation_fault_weekday__mean_en_all_rows_y
0,TA_diff1_min_ID_1relation_fault_weekday__mean_en_all_rows_y
0,cqi_diff1_max_ID_1relation_fault_weekday__mean_en_all_rows_y
0,cqi_diff1_min_ID_1relation_fault_weekday__mean_en_all_rows_y
0,cqi_diff1_sum_ID_1relation_fault_weekday__mean_en_all_rows_y
0,cqi_diff1_size_ID_1relation_fault_weekday__mean_en_all_rows_y
0,cqi_diff1_mean_ID_1relation_fault_weekday__mean_en_all_rows_y
0,bler_diff1_max_ID_1relation_fault_weekday__mean_en_all_rows_y
0,bler_diff1_min_ID_1relation_fault_weekday__mean_en_all_rows_y
0,bler_diff1_sum_ID_1relation_fault_weekday__mean_en_all_rows_y
0,bler_diff1_size_ID_1relation_fault_weekday__mean_en_all_rows_y
0,bler_diff1_mean_ID_1relation_fault_weekday__mean_en_all_rows_y
0,TA_diff1_max_ID_1relation_fault_weekday__mean_en_all_rows_y
0,TA_diff1_sum_ID_1relation_fault_weekday__mean_en_all_rows_y
0,access_success_rate_diff1_mean_ID_1relation_fault_weekday__mean_en_all_rows_y
0,TA_diff1_size_ID_1relation_fault_weekday__mean_en_all_rows_y
0,TA_diff1_mean_ID_1relation_fault_weekday__mean_en_all_rows_y
0,resource_utilition_rate_diff1_max_ID_1relation_fault_weekday__mean_en_all_rows_y
0,resource_utilition_rate_diff1_min_ID_1relation_fault_weekday__mean_en_all_rows_y
0,resource_utilition_rate_diff1_sum_ID_1relation_fault_weekday__mean_en_all_rows_y
0,resource_utilition_rate_diff1_size_ID_1relation_fault_weekday__mean_en_all_rows_y
0,resource_utilition_rate_diff1_mean_ID_1relation_fault_weekday__mean_en_all_rows_y
0,access_success_rate_diff1_max_ID_1relation_fault_weekday__mean_en_all_rows_y
0,access_success_rate_diff1_min_ID_1relation_fault_weekday__mean_en_all_rows_y
0,access_success_rate_diff1_sum_ID_1relation_fault_weekday__mean_en_all_rows_y
0,access_success_rate_diff1_size_ID_1relation_fault_weekday__mean_en_all_rows_y
0,cqi_size_ID_1relation_fault_weekday__mean_en_all_rows_y
0,bler_max_ID_1relation_fault_weekday__mean_en_all_rows_y
0,access_success_rate_diff3-1_min_ID_1relation_fault_weekday__mean_en_all_rows_x
0,bler_min_ID_1relation_fault_weekday__mean_en_all_rows_y
0,mcs_diff3-1_max_ID_1relation_fault_weekday__mean_en_all_rows_x
0,mcs_diff3-1_min_ID_1relation_fault_weekday__mean_en_all_rows_x
0,mcs_diff3-1_sum_ID_1relation_fault_weekday__mean_en_all_rows_x
0,mcs_diff3-1_size_ID_1relation_fault_weekday__mean_en_all_rows_x
0,mcs_diff3-1_mean_ID_1relation_fault_weekday__mean_en_all_rows_x
0,cqi_diff3-1_max_ID_1relation_fault_weekday__mean_en_all_rows_x
0,cqi_diff3-1_min_ID_1relation_fault_weekday__mean_en_all_rows_x
0,cqi_diff3-1_sum_ID_1relation_fault_weekday__mean_en_all_rows_x
0,cqi_diff3-1_size_ID_1relation_fault_weekday__mean_en_all_rows_x
0,cqi_diff3-1_mean_ID_1relation_fault_weekday__mean_en_all_rows_x
0,bler_diff3-1_max_ID_1relation_fault_weekday__mean_en_all_rows_x
0,bler_diff3-1_min_ID_1relation_fault_weekday__mean_en_all_rows_x
0,bler_diff3-1_sum_ID_1relation_fault_weekday__mean_en_all_rows_x
0,bler_diff3-1_size_ID_1relation_fault_weekday__mean_en_all_rows_x
